Section,Ticker,Price,Relative Strength Percentile,1 Month Ago Percentile,3 Months Ago Percentile,6 Months Ago Percentile,Sector,Industry
🔹 Breakout: New Leader,ENVX,14.31,95,75.0,5.0,89.0,Industrials,Electrical Equipment & Parts
🔹 Breakout: New Leader,STX,152.49,95,95.0,16.0,49.0,Technology,Computer Hardware
🔹 Breakout: New Leader,WWW,23.59,95,84.0,14.0,97.0,Consumer Cyclical,Footwear & Accessories
🔹 Breakout: New Leader,AETH,51.12,95,42.0,12.0,13.0,ETF,ETF
🔹 Breakout: New Leader,ASPS,11.6,95,94.0,70.0,0.0,Real Estate,Real Estate Services
🔹 Breakout: New Leader,WEBL,30.61,95,93.0,31.0,97.0,ETF,ETF
🔹 Breakout: New Leader,HIBL,49.9,95,83.0,2.0,71.0,ETF,ETF
🔹 Breakout: New Leader,SKLZ,8.04,95,92.0,13.0,76.0,Communication Services,Electronic Gaming & Multimedia
🔹 Breakout: New Leader,GHRS,14.47,95,92.0,34.0,77.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,IE,11.55,95,92.0,14.0,1.0,Basic Materials,Copper
🔹 Breakout: New Leader,AAMI,39.81,95,93.0,83.0,49.0,Financial Services,Asset Management
🔹 Breakout: New Leader,FL,25.19,95,88.0,2.0,6.0,Consumer Cyclical,Apparel Retail
🔹 Breakout: New Leader,MYRG,200.56,94,95.0,26.0,74.0,Industrials,Engineering & Construction
🔹 Breakout: New Leader,AIBU,45.51,94,93.0,24.0,90.0,ETF,ETF
🔹 Breakout: New Leader,RILYN,18.9,94,17.0,8.0,4.0,,
🔹 Breakout: New Leader,FLYU,58.17,94,75.0,5.0,93.0,ETF,ETF
🔹 Breakout: New Leader,CIFR,6.42,94,90.0,4.0,91.0,Financial Services,Capital Markets
🔹 Breakout: New Leader,EZET,28.12,94,20.0,3.0,68.0,ETF,ETF
🔹 Breakout: New Leader,FETH,36.96,94,20.0,3.0,68.0,ETF,ETF
🔹 Breakout: New Leader,ETHV,54.35,94,21.0,3.0,68.0,ETF,ETF
🔹 Breakout: New Leader,ETH,34.92,94,20.0,3.0,69.0,ETF,ETF
🔹 Breakout: New Leader,ETHA,28.08,94,20.0,3.0,68.0,,
🔹 Breakout: New Leader,COUR,12.12,94,86.0,30.0,8.0,Consumer Defensive,Education & Training Services
🔹 Breakout: New Leader,ETHW,26.6,94,20.0,3.0,68.0,ETF,ETF
🔹 Breakout: New Leader,URA,41.4,94,95.0,20.0,17.0,ETF,ETF
🔹 Breakout: New Leader,CETH,18.47,94,20.0,3.0,69.0,ETF,ETF
🔹 Breakout: New Leader,QETH,36.9,94,20.0,3.0,68.0,ETF,ETF
🔹 Breakout: New Leader,YOSH,7.98,94,95.0,99.0,8.0,Consumer Cyclical,Restaurants
🔹 Breakout: New Leader,CPXR,32.22,94,83.0,92.0,41.0,ETF,ETF
🔹 Breakout: New Leader,RIOT,14.14,94,89.0,6.0,80.0,Financial Services,Capital Markets
🔹 Breakout: New Leader,SLNO,88.64,94,97.0,98.0,27.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,ECG,71.11,94,94.0,9.0,91.0,Industrials,Engineering & Construction
🔹 Breakout: New Leader,YALA,7.89,94,94.0,98.0,10.0,Technology,Software - Application
🔹 Breakout: New Leader,ETHE,30.64,94,19.0,4.0,91.0,ETF,ETF
🔹 Breakout: New Leader,ACMR,29.67,94,91.0,39.0,60.0,Technology,Semiconductor Equipment & Materials
🔹 Breakout: New Leader,FBL,43.09,94,94.0,27.0,97.0,ETF,ETF
🔹 Breakout: New Leader,PHAT,9.26,94,78.0,1.0,1.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,METCB,15.14,94,11.0,30.0,6.0,Basic Materials,Coking Coal
🔹 Breakout: New Leader,EVAV,27.64,94,89.0,15.0,82.0,ETF,ETF
🔹 Breakout: New Leader,FWRD,31.65,94,47.0,1.0,60.0,Industrials,Integrated Freight & Logistics
🔹 Breakout: New Leader,FBRX,10.51,94,88.0,7.0,98.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,DY,263.89,94,94.0,44.0,87.0,Industrials,Engineering & Construction
🔹 Breakout: New Leader,CDE,9.38,94,95.0,29.0,92.0,Basic Materials,Gold
🔹 Breakout: New Leader,ZIMV,18.74,94,2.0,3.0,9.0,Healthcare,Medical Devices
🔹 Breakout: New Leader,KZIA,9.74,94,9.0,0.0,0.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,GOOS,14.47,94,84.0,9.0,43.0,Consumer Cyclical,Apparel Manufacturing
🔹 Breakout: New Leader,FEDU,14.77,94,30.0,7.0,14.0,Consumer Defensive,Education & Training Services
🔹 Breakout: New Leader,CUK,26.88,94,91.0,28.0,95.0,Consumer Cyclical,Travel Services
🔹 Breakout: New Leader,BWMN,37.07,94,85.0,17.0,18.0,Industrials,Engineering & Construction
🔹 Breakout: New Leader,CRSP,65.86,94,71.0,12.0,5.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,CCL,29.43,94,91.0,29.0,95.0,Consumer Cyclical,Travel Services
🔹 Breakout: New Leader,DCO,89.07,94,94.0,29.0,83.0,Industrials,Aerospace & Defense
🔹 Breakout: New Leader,BULZ,185.68,94,90.0,7.0,90.0,ETF,ETF
🔹 Breakout: New Leader,METU,42.7,94,93.0,16.0,94.0,ETF,ETF
🔹 Breakout: New Leader,PBPB,12.58,94,93.0,16.0,93.0,Consumer Cyclical,Restaurants
🔹 Breakout: New Leader,WDC,69.17,94,93.0,14.0,43.0,Technology,Computer Hardware
🔹 Breakout: New Leader,GHLD,19.86,94,93.0,43.0,12.0,Financial Services,Mortgage Finance
🔹 Breakout: New Leader,SLVR,32.68,93,92.0,86.0,48.0,ETF,ETF
🔹 Breakout: New Leader,CRVO,8.03,93,82.0,99.0,0.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,LMBO,27.99,93,88.0,5.0,81.0,ETF,ETF
🔹 Breakout: New Leader,AAP,58.45,93,55.0,5.0,21.0,Consumer Cyclical,Auto Parts
🔹 Breakout: New Leader,DNA,14.13,93,85.0,2.0,29.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,TCI,41.2,93,96.0,41.0,8.0,Real Estate,Real Estate Services
🔹 Breakout: New Leader,KEQU,57.59,93,93.0,7.0,97.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
🔹 Breakout: New Leader,MKTW,20.5,93,97.0,22.0,1.0,Financial Services,Financial Data & Stock Exchanges
🔹 Breakout: New Leader,ACAD,23.0,93,93.0,16.0,60.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,ARKZ,38.94,93,13.0,2.0,78.0,ETF,ETF
🔹 Breakout: New Leader,DAPP,18.08,93,94.0,15.0,93.0,ETF,ETF
🔹 Breakout: New Leader,PSIL,17.16,93,93.0,33.0,28.0,ETF,ETF
🔹 Breakout: New Leader,DUSL,76.32,93,85.0,15.0,82.0,ETF,ETF
🔹 Breakout: New Leader,DLTR,113.73,93,90.0,44.0,8.0,Consumer Defensive,Discount Stores
🔹 Breakout: New Leader,FTCI,5.47,93,93.0,11.0,6.0,Technology,Solar
🔹 Breakout: New Leader,RYAAY,61.99,93,90.0,73.0,28.0,Industrials,Airlines
🔹 Breakout: New Leader,CTRN,30.48,93,94.0,34.0,87.0,Consumer Cyclical,Apparel Retail
🔹 Breakout: New Leader,NLR,119.01,93,94.0,38.0,67.0,ETF,ETF
🔹 Breakout: New Leader,TECL,102.05,93,84.0,5.0,74.0,ETF,ETF
🔹 Breakout: New Leader,UEC,8.58,93,88.0,12.0,45.0,Energy,Uranium
🔹 Breakout: New Leader,MNMD,9.51,93,48.0,16.0,66.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,EETH,67.68,93,12.0,2.0,76.0,ETF,ETF
🔹 Breakout: New Leader,SHAK,135.02,93,94.0,15.0,79.0,Consumer Cyclical,Restaurants
🔹 Breakout: New Leader,OM,17.68,93,95.0,10.0,4.0,Healthcare,Medical Devices
🔹 Breakout: New Leader,MRUS,65.79,93,81.0,43.0,9.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,PLTM,13.4,93,95.0,74.0,40.0,ETF,ETF
🔹 Breakout: New Leader,MSFL,31.76,93,92.0,12.0,12.0,ETF,ETF
🔹 Breakout: New Leader,LIVE,17.0,93,96.0,18.0,1.0,Consumer Cyclical,Home Improvement Retail
🔹 Breakout: New Leader,PPLT,126.65,93,95.0,74.0,39.0,ETF,ETF
🔹 Breakout: New Leader,RZLT,5.98,93,86.0,25.0,97.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,CECO,33.75,93,82.0,13.0,84.0,Industrials,Pollution & Treatment Controls
🔹 Breakout: New Leader,RILYG,17.09,93,18.0,8.0,3.0,,
🔹 Breakout: New Leader,SMTC,51.53,93,81.0,8.0,98.0,Technology,Semiconductors
🔹 Breakout: New Leader,STCE,57.03,93,91.0,27.0,92.0,ETF,ETF
🔹 Breakout: New Leader,ARKD,60.58,93,89.0,25.0,91.0,ETF,ETF
🔹 Breakout: New Leader,ARLO,16.15,93,96.0,14.0,57.0,Industrials,Building Products & Equipment
🔹 Breakout: New Leader,ALTG,8.09,93,61.0,2.0,8.0,Industrials,Rental & Leasing Services
🔹 Breakout: New Leader,CBRL,65.75,93,95.0,11.0,85.0,Consumer Cyclical,Restaurants
🔹 Breakout: New Leader,ALDX,5.29,93,5.0,3.0,87.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,SSBI,11.72,93,79.0,89.0,10.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,ASMB,18.5,93,92.0,14.0,23.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,VRT,136.29,92,93.0,20.0,93.0,Industrials,Electrical Equipment & Parts
🔹 Breakout: New Leader,WT,13.73,92,81.0,21.0,57.0,Financial Services,Asset Management
🔹 Breakout: New Leader,NVDA,174.51,92,91.0,39.0,87.0,Technology,Semiconductors
🔹 Breakout: New Leader,KPLT,12.22,92,6.0,5.0,7.0,Technology,Software - Infrastructure
🔹 Breakout: New Leader,DK,22.33,92,85.0,6.0,8.0,Energy,Oil & Gas Refining & Marketing
🔹 Breakout: New Leader,CG,61.81,92,81.0,11.0,86.0,Financial Services,Asset Management
🔹 Breakout: New Leader,MTW,13.13,92,91.0,9.0,7.0,Industrials,Farm & Heavy Construction Machinery
🔹 Breakout: New Leader,COIW,57.74,92,95.0,6.0,92.0,ETF,ETF
🔹 Breakout: New Leader,CX,8.37,92,79.0,39.0,15.0,Basic Materials,Building Materials
🔹 Breakout: New Leader,BGLC,5.02,92,8.0,5.0,15.0,Basic Materials,Specialty Chemicals
🔹 Breakout: New Leader,PXLW,11.6,92,8.0,1.0,9.0,Technology,Semiconductors
🔹 Breakout: New Leader,AMD,165.76,92,80.0,7.0,5.0,Technology,Semiconductors
🔹 Breakout: New Leader,EXK,5.72,92,88.0,42.0,91.0,Basic Materials,Silver
🔹 Breakout: New Leader,MSFX,34.86,92,91.0,10.0,12.0,ETF,ETF
🔹 Breakout: New Leader,RHLD,43.25,92,17.0,9.0,92.0,Industrials,Specialty Business Services
🔹 Breakout: New Leader,ATRA,11.56,92,40.0,11.0,4.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,BNKU,24.65,92,61.0,3.0,92.0,ETF,ETF
🔹 Breakout: New Leader,TERN,5.87,92,8.0,3.0,3.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,WGMI,26.25,92,87.0,7.0,89.0,ETF,ETF
🔹 Breakout: New Leader,BOOT,171.55,92,86.0,8.0,94.0,Consumer Cyclical,Apparel Retail
🔹 Breakout: New Leader,TEL,204.21,92,82.0,51.0,38.0,Technology,Electronic Components
🔹 Breakout: New Leader,ZK,29.73,92,81.0,25.0,71.0,Consumer Cyclical,Auto Manufacturers
🔹 Breakout: New Leader,BELFA,94.15,92,47.0,9.0,22.0,Technology,Electronic Components
🔹 Breakout: New Leader,BASE,24.31,92,96.0,28.0,13.0,Technology,Software - Infrastructure
🔹 Breakout: New Leader,SHG,50.4,92,90.0,36.0,17.0,Financial Services,Banks - Regional
🔹 Breakout: New Leader,DLLL,27.08,92,86.0,3.0,92.0,ETF,ETF
🔹 Breakout: New Leader,DQ,23.97,92,8.0,5.0,14.0,Technology,Semiconductor Equipment & Materials
🔹 Breakout: New Leader,WRBY,24.04,92,85.0,18.0,97.0,Healthcare,Medical Instruments & Supplies
🔹 Breakout: New Leader,SFIX,5.18,92,39.0,41.0,94.0,Consumer Cyclical,Apparel Retail
🔹 Breakout: New Leader,BITQ,21.09,92,93.0,35.0,94.0,ETF,ETF
🔹 Breakout: New Leader,RCMT,26.08,92,91.0,20.0,11.0,Industrials,Conglomerates
🔹 Breakout: New Leader,MSFU,52.32,92,90.0,9.0,9.0,ETF,ETF
🔹 Breakout: New Leader,BZ,20.05,92,48.0,53.0,17.0,Communication Services,Internet Content & Information
🔹 Breakout: New Leader,VNM,16.33,92,75.0,72.0,18.0,ETF,ETF
🔹 Breakout: New Leader,HGV,50.57,92,63.0,14.0,49.0,Consumer Cyclical,Resorts & Casinos
🔹 Breakout: New Leader,CTOS,5.82,92,83.0,31.0,69.0,Industrials,Rental & Leasing Services
🔹 Breakout: New Leader,SPRX,32.07,92,91.0,24.0,86.0,ETF,ETF
🔹 Breakout: New Leader,SN,118.44,92,61.0,28.0,94.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
🔹 Breakout: New Leader,FN,307.2,92,93.0,57.0,31.0,Technology,Electronic Components
🔹 Breakout: New Leader,IVZ,21.38,92,23.0,13.0,81.0,Financial Services,Asset Management
🔹 Breakout: New Leader,ADNT,22.45,92,82.0,3.0,3.0,Consumer Cyclical,Auto Parts
🔹 Breakout: New Leader,URAN,40.15,92,93.0,36.0,58.0,ETF,ETF
🔹 Breakout: New Leader,AMPL,12.72,92,90.0,30.0,88.0,Technology,Software - Application
🔹 Breakout: New Leader,NTRS,128.05,91,91.0,41.0,87.0,Financial Services,Asset Management
🔹 Breakout: New Leader,ELF,119.25,91,92.0,1.0,3.0,Consumer Defensive,Household & Personal Products
🔹 Breakout: New Leader,SIMO,74.35,91,90.0,11.0,10.0,Technology,Semiconductors
🔹 Breakout: New Leader,TNL,61.82,91,73.0,25.0,84.0,Consumer Cyclical,Travel Services
🔹 Breakout: New Leader,TQQQ,88.75,91,82.0,12.0,91.0,ETF,ETF
🔹 Breakout: New Leader,GTES,24.92,91,89.0,41.0,86.0,Industrials,Specialty Industrial Machinery
🔹 Breakout: New Leader,ARMH,68.4,91,91.0,31.0,92.0,ETF,ETF
🔹 Breakout: New Leader,TSM,244.64,91,90.0,33.0,92.0,Technology,Semiconductors
🔹 Breakout: New Leader,EURL,35.77,91,91.0,90.0,33.0,ETF,ETF
🔹 Breakout: New Leader,BMBL,8.53,91,70.0,1.0,13.0,Communication Services,Internet Content & Information
🔹 Breakout: New Leader,MEDP,435.59,91,11.0,18.0,51.0,Healthcare,Diagnostics & Research
🔹 Breakout: New Leader,CMCM,5.99,91,28.0,27.0,89.0,Communication Services,Internet Content & Information
🔹 Breakout: New Leader,PENG,24.92,91,57.0,27.0,77.0,Technology,Information Technology Services
🔹 Breakout: New Leader,IBLC,43.62,91,91.0,16.0,87.0,ETF,ETF
🔹 Breakout: New Leader,CELH,46.6,91,92.0,77.0,1.0,Consumer Defensive,Beverages - Non-Alcoholic
🔹 Breakout: New Leader,ROK,356.29,91,87.0,25.0,56.0,Industrials,Specialty Industrial Machinery
🔹 Breakout: New Leader,SMCL,20.05,91,82.0,8.0,1.0,ETF,ETF
🔹 Breakout: New Leader,AG,8.6,91,92.0,63.0,13.0,Basic Materials,Silver
🔹 Breakout: New Leader,OIS,5.76,91,73.0,10.0,51.0,Energy,Oil & Gas Equipment & Services
🔹 Breakout: New Leader,TRMB,84.37,91,85.0,44.0,90.0,Technology,Scientific & Technical Instruments
🔹 Breakout: New Leader,CHAT,51.01,91,91.0,39.0,82.0,ETF,ETF
🔹 Breakout: New Leader,PUK,24.96,91,93.0,94.0,16.0,Financial Services,Insurance - Life
🔹 Breakout: New Leader,HUHU,6.81,91,83.0,94.0,38.0,Industrials,Specialty Industrial Machinery
🔹 Breakout: New Leader,AARD,13.82,91,87.0,13.0,91.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,VSAT,14.25,91,91.0,12.0,2.0,Technology,Communication Equipment
🔹 Breakout: New Leader,EDC,41.62,91,86.0,36.0,21.0,ETF,ETF
🔹 Breakout: New Leader,WOR,61.93,91,92.0,88.0,11.0,Industrials,Metal Fabrication
🔹 Breakout: New Leader,BKKT,19.77,91,54.0,6.0,94.0,Technology,Software - Infrastructure
🔹 Breakout: New Leader,DECO,39.3,91,90.0,21.0,89.0,ETF,ETF
🔹 Breakout: New Leader,SERV,11.33,91,98.0,12.0,98.0,Industrials,Specialty Industrial Machinery
🔹 Breakout: New Leader,GMS,109.54,91,88.0,15.0,14.0,Industrials,Building Products & Equipment
🔹 Breakout: New Leader,GPRE,8.05,91,3.0,0.0,1.0,Basic Materials,Chemicals
🔹 Breakout: New Leader,KRUS,86.86,91,85.0,9.0,14.0,Consumer Cyclical,Restaurants
🔹 Breakout: New Leader,PGRE,6.3,91,93.0,26.0,30.0,Real Estate,REIT - Office
🔹 Breakout: New Leader,CENX,22.52,91,52.0,44.0,86.0,Basic Materials,Aluminum
🔹 Breakout: New Leader,NG,5.54,91,88.0,95.0,13.0,Basic Materials,Gold
🔹 Breakout: New Leader,ELAN,14.68,91,81.0,11.0,12.0,Healthcare,Drug Manufacturers - Specialty & Generic
🔹 Breakout: New Leader,NPKI,9.06,91,90.0,13.0,31.0,Energy,Oil & Gas Equipment & Services
🔹 Breakout: New Leader,SRI,7.91,91,12.0,1.0,0.0,Consumer Cyclical,Auto Parts
🔹 Breakout: New Leader,GF,12.15,90,91.0,94.0,31.0,Financial Services,Asset Management
🔹 Breakout: New Leader,QQQU,47.19,90,84.0,19.0,94.0,ETF,ETF
🔹 Breakout: New Leader,HLF,9.73,90,48.0,47.0,2.0,Consumer Defensive,Packaged Foods
🔹 Breakout: New Leader,MQ,5.79,90,92.0,22.0,2.0,Technology,Software - Infrastructure
🔹 Breakout: New Leader,SPTN,26.58,90,92.0,74.0,9.0,Consumer Defensive,Food Distribution
🔹 Breakout: New Leader,QXO,21.89,90,89.0,4.0,1.0,Technology,Software - Application
🔹 Breakout: New Leader,BA,230.74,90,85.0,82.0,48.0,Industrials,Aerospace & Defense
🔹 Breakout: New Leader,REMX,54.95,90,32.0,21.0,9.0,ETF,ETF
🔹 Breakout: New Leader,PBW,24.51,90,72.0,13.0,14.0,ETF,ETF
🔹 Breakout: New Leader,FTDR,58.97,90,94.0,26.0,94.0,Consumer Cyclical,Personal Services
🔹 Breakout: New Leader,EMR,146.95,90,86.0,24.0,86.0,Industrials,Specialty Industrial Machinery
🔹 Breakout: New Leader,ACCS,11.93,90,91.0,16.0,13.0,Communication Services,Advertising Agencies
🔹 Breakout: New Leader,KLG,23.04,90,9.0,60.0,21.0,Consumer Defensive,Packaged Foods
🔹 Breakout: New Leader,RAPT,12.8,90,3.0,1.0,0.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,COHN,11.63,90,74.0,38.0,87.0,Financial Services,Capital Markets
🔹 Breakout: New Leader,EVI,24.96,90,80.0,20.0,8.0,Industrials,Industrial Distribution
🔹 Breakout: New Leader,SYF,71.57,90,90.0,35.0,93.0,Financial Services,Credit Services
🔹 Breakout: New Leader,EYPT,10.31,90,95.0,7.0,1.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,OSK,127.22,90,81.0,16.0,63.0,Industrials,Farm & Heavy Construction Machinery
🔹 Breakout: New Leader,VNAM,20.17,90,68.0,56.0,19.0,ETF,ETF
🔹 Breakout: New Leader,AXIL,7.99,90,18.0,85.0,43.0,Technology,Consumer Electronics
🔹 Breakout: New Leader,ROM,80.51,90,85.0,14.0,74.0,ETF,ETF
🔹 Breakout: New Leader,UXI,46.44,90,84.0,33.0,82.0,ETF,ETF
🔹 Breakout: New Leader,ARMG,15.33,90,90.0,1.0,86.0,ETF,ETF
🔹 Breakout: New Leader,ING,23.71,90,86.0,91.0,48.0,Financial Services,Banks - Diversified
🔹 Breakout: New Leader,GRFS,10.07,90,84.0,46.0,9.0,Healthcare,Drug Manufacturers - General
🔹 Breakout: New Leader,ZBIO,16.0,90,17.0,46.0,0.0,Healthcare,Biotechnology
🔹 Breakout: New Leader,JBTM,134.9,90,66.0,45.0,90.0,Industrials,Specialty Industrial Machinery
🔹 Breakout: New Leader,TR,39.95,90,67.0,82.0,48.0,Consumer Defensive,Confectioners
🔹 Breakout: New Leader,NPO,206.14,90,85.0,30.0,86.0,Industrials,Specialty Industrial Machinery
🔹 Breakout: New Leader,MOMO,8.46,90,92.0,17.0,72.0,Communication Services,Internet Content & Information
🔹 Breakout: New Leader,AGYS,114.31,90,90.0,11.0,19.0,Technology,Software - Application
🔹 Breakout: New Leader,CVI,27.31,90,89.0,14.0,6.0,Energy,Oil & Gas Refining & Marketing
🔹 Breakout: New Leader,SOHU,15.57,90,16.0,15.0,32.0,Communication Services,Electronic Gaming & Multimedia
🔹 Breakout: New Leader,STEM,13.57,90,8.0,2.0,3.0,Utilities,Utilities - Renewable
🔹 Breakout: New Leader,JETU,23.6,90,12.0,3.0,93.0,ETF,ETF
🔹 Breakout: New Leader,VYX,13.88,90,27.0,6.0,13.0,Technology,Information Technology Services
🔹 Breakout: New Leader,BGSF,6.33,90,67.0,1.0,2.0,Industrials,Staffing & Employment Services
🔹 Breakout: New Leader,NUS,8.83,90,55.0,10.0,3.0,Consumer Defensive,Household & Personal Products
🔹 Breakout: New Leader,EVTL,6.39,90,88.0,4.0,5.0,Industrials,Aerospace & Defense
🔹 Breakout: New Leader,MUX,11.52,90,80.0,14.0,12.0,Basic Materials,Other Precious Metals & Mining
🔹 Breakout: New Leader,ECVT,8.84,90,86.0,9.0,42.0,Basic Materials,Specialty Chemicals
🔹 Breakout: New Leader,DDS,498.83,90,56.0,14.0,84.0,Consumer Cyclical,Department Stores
